,standardised_smiles,weights
111,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(O)nc1C2,242.141913196
112,C/C=C\C/C=C/CCCCCCCCOC(C)=O,252.208930136
113,C1=CC2C3C=CC(C3)C2C1,132.093900384
114,C1=CCC(c2ccccc2)CC1,158.109550448
115,C1=CCC2CC=CC2C1,120.093900384
116,C1=CCC=C1,66.046950192
117,C1=CCCC1,68.062600256
118,C1=CCCC=CCCC=CCC1,162.140850576
119,C1=COCCC1,84.057514876
120,C1=C\CC/C=C\CC/1,108.093900384
121,C1=Cc2cccc3cccc1c23,152.062600256
122,C1=Cc2ccccc2C1,116.062600256
123,C1C2OC2C2C1C1CC2C2OC12,164.083729624
124,C1CC(COCC2CO2)CCC1COCC1CO1,256.167459248
125,C1CC2OC2CC1C1CO1,140.083729624
126,C1CCC(C2CCCCC2)CC1,166.172150704
127,C1CCC(NC2CCCCC2)CC1,181.183049736
128,C1CCC(SSC2CCCCC2)CC1,230.116292704
129,C1CCC2(CCCCO2)OC1,156.115029752
130,C1CCC2=NCCCN2CC1,152.131348512
131,C1CCC2CCCCC2C1,138.140850576
132,C1CCC2OC2C1,98.07316494
133,C1CCCC1,70.07825032
134,C1CCCCC1,84.093900384
135,C1CCCCCCCCCCC1,168.187800768
136,C1CCCNCC1,99.10479941599999
137,C1CCCNCCC1,113.12044947999999
138,C1CCN(CN2CCCCC2)CC1,182.17829870399999
139,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,234.20959883199998
140,C1CCNCC1,85.08914935199999
141,C1CCOC1,72.057514876
142,C1CCSC1,88.034671256
143,C1CCc2nnnn2CC1,138.09054632
144,C1CN(CCOCCN2CCOCC2)CCO1,244.178692628
145,C1CN(P2(N3CC3)=NP(N3CC3)(N3CC3)=NP(N3CC3)(N3CC3)=N2)CCO1,431.162966406
146,C1CN(SSN2CCOCC2)CCO1,236.065319752
147,C1CN2CCC1CC2,111.10479941599999
148,C1CN2CCN1CC2,112.10004838399999
149,C1CNCCN1,86.08439831999999
150,C1COC(NC(C2CC2)C2CC2)=N1,180.126263132
151,C1COC1,58.041864812
152,C1COCCN1,87.068413908
153,C1COCCO1,88.052429496
154,C1COCO1,74.036779432
155,C1CS1,60.003371128
156,C1CSCCS1,120.006742256
157,C1C[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C1,136.125200512
158,C1N2CN3CN1CN(C2)C3,140.106196384
159,C1OCOCO1,90.031694052
160,C=C(/C=C/C)C1=C(C)CCCC1(C)C,190.172150704
161,C=C(C#N)C(=O)OCC,125.047678464
162,C=C(C#N)CCC#N,106.053098192
163,C=C(C)C#N,67.04219916
164,C=C(C)C(=N)O,85.052763844
165,C=C(C)C(=O)O,86.036779432
166,C=C(C)C(=O)OC,100.052429496
167,C=C(C)C(=O)OC(C)C,128.083729624
168,C=C(C)C(=O)OC1CC(C)CC(C)(C)C1,210.161979944
169,C=C(C)C(=O)OCC,114.06807956
170,C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,240.13615912
171,C=C(C)C(=O)OCC(C)C,142.099379688
172,C=C(C)C(=O)OCC(C)O,144.078644244
173,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,338.172938552
174,C=C(C)C(=O)OCC(CC)CCCC,198.161979944
175,C=C(C)C(=O)OCC(O)CO,160.073558864
176,C=C(C)C(=O)OCC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COC(=O)C(=C)C)cc2)cc1,512.2410181119999
177,C=C(C)C(=O)OCC1CCCO1,170.094294308
178,C=C(C)C(=O)OCC1CO1,142.06299418
179,C=C(C)C(=O)OCCC(C)OC(=O)C(=C)C,226.120509056
180,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,432.03949638800003
181,C=C(C)C(=O)OCCCC,142.099379688
182,C=C(C)C(=O)OCCCCCC,170.130679816
183,C=C(C)C(=O)OCCCCCCCCCC,226.193280072
184,C=C(C)C(=O)OCCCCCCCCCCCC,254.2245802
185,C=C(C)C(=O)OCCCCCCCCCCCCC,268.240230264
186,C=C(C)C(=O)OCCCCCCCCCCCCCCCCCC,338.318480584
187,C=C(C)C(=O)OCCCCCCCCCCOC(=O)C(=C)C,310.21440944
188,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,254.151809184
189,C=C(C)C(=O)OCCCCOC(=O)C(=C)C,226.120509056
190,C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,259.95938916200004
191,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,248.10800027000002
192,C=C(C)C(=O)OCCN(C)C,157.11027872
193,C=C(C)C(=O)OCCN(CC)CC,185.141578848
194,C=C(C)C(=O)OCCNC(C)(C)C,185.141578848
195,C=C(C)C(=O)OCCO,130.06299418
196,C=C(C)C(=O)OCCOC(=O)C(=C)C,198.089208928
197,C=C(C)C(=O)OCCOC(=O)CC(C)=O,214.084123548
198,C=C(C)C(=O)OCCOCC,158.094294308
199,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,242.115423676
200,C=C(C)C(=O)OCCOCCOCCOC(=O)C(=C)C,286.141638424
201,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,330.167853172
202,C=C(C)C(=O)OCCOP([O])(=O)OCCOC(=O)C(=C)C,321.07392916599997
203,C=C(C)C(=O)OCCOc1ccccc1,206.094294308
204,C=C(C)C(=O)OCC[N+](C)(C)C,172.13320523609
205,C=C(C)C(=O)OCc1ccccc1,176.083729624
206,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,222.161979944
207,C=C(C)C(O)=NCCCN(C)C,170.141913196
208,C=C(C)C(O)=NCCC[N+](C)(C)C,185.16483971209
209,C=C(C)C(O)=Nc1ccc(Cl)c(Cl)c1,229.006119268
210,C=C(C)C1C=CC(C)C(=O)C1,150.104465068
211,C=C(C)C1CC=C(C)C(O)C1,152.120115132
212,C=C(C)C1CC=C(C)C(OC(C)=O)C1,194.130679816
213,C=C(C)C1CC=C(C)CC1,136.125200512
214,C=C(C)C1CCC(C)(O)CC1,154.135765196
215,C=C(C)C1CCC(C)CC1O,154.135765196
216,C=C(C)C=Cc1c(O)c(O)c2ccccc2c1O,242.094294308
217,C=C(C)CC(C)(C)C,112.12520051199999
218,C=C(C)CCCC,98.109550448
219,C=C(C)CCC[C@H](C)CCO,156.15141526
220,C=C(C)CCO,86.07316494
221,C=C(C)CCl,90.023627904
222,C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],333.09364058799997
223,C=C(C)CNCC,99.10479941599999
224,C=C(C)CS(=O)(=O)O,136.019415116
225,C=C(C)OC(C)=O,100.052429496
226,C=C(C)[C@@H]1C=CC(C)C(=O)C1,150.104465068
227,C=C(C)[C@@H]1CC=C(C)CC1,136.125200512
228,C=C(C)[C@@H]1CC=C(C=O)CC1,150.104465068
229,C=C(C)[C@@H]1CC=C2CC(=O)C[C@@H](C)[C@]2(C)C1,218.167065324
230,C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1,204.187800768
231,C=C(C)[C@@H]1CC[C@@H](C)C[C@@H]1O,154.135765196
232,C=C(C)[C@H]1C=CC(C)C(=O)C1,150.104465068
233,C=C(C)[C@H]1CC=C(C)CC1,136.125200512
234,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,394.1416384239999
235,C=C(C)c1cccc(C(=C)C)c1,158.109550448
236,C=C(C)c1cccc(C(C)(C)N=C=O)c1,201.1153641
237,C=C(C)c1ccccc1,118.07825032
238,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,302.011264224
239,C=C(Cl)CCl,109.969005488
240,C=C(Cl)CSC(=S)N(CC)CC,223.025619128
241,C=C(Cl)Cl,95.953355424
242,C=C(N=C(O)C(=C)N=C(O)c1csc(C2=NC3c4csc(n4)C4N=C(O)c5csc(n5)C(C(C)(O)C(C)O)N=C(O)C5CSC(=N5)C(=CC)N=C(O)C(C(C)O)N=C(O)c5csc(n5)C3(CC2)N=C(O)C(C)N=C(O)C(=C)N=C(O)C(C)N=C(O)C(C(C)CC)Nc2ccc3c(c2O)NC(=CC3C(C)O)C(=O)OC4C)n1)C(=N)O,1663.4923518799992
243,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,348.208930136
244,C=C/C(C)=C/C/C=C(\C)CCC=C(C)C,204.187800768
245,C=C1/C(=C/C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)C)C[C@@H](O)C[C@@H]1O,400.3341306479999
246,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@@H](O)C2CC2)C[C@@H](O)C[C@@H]1O,412.29774513999996
247,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/[C@H](C)C(C)C)C[C@@H](O)C[C@@H]1O,412.3341306479999
248,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O,416.3290452679999
249,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,418.30830982399993
250,C=C1C(=O)O[C@H]2[C@H]1CCC(C)=CCC[C@@]1(C)O[C@@H]21,248.1412445
251,C=C1C2CCC(C2)C1(C)C,136.125200512
252,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,204.187800768
253,C=C1CC2C3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,432.1948168679999
254,C=C1CCC2CC1C2(C)C,136.125200512
255,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1C=CC1C(=O)OC[C@H]1O,350.2093240599999
256,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,339.18344366
257,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,396.339216028
258,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)(C)O,400.334130648
259,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCCC(C)C,384.339216028
260,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CC[C@@H](O)C(C)(C)O,416.32904526799996
261,C=C1CC[C@H]2C[C@@H]1C2(C)C,136.125200512
262,C=C1CC[C@H]2O[C@]2(C)CC[C@@H]2[C@@H]1CC2(C)C,220.182715388
263,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,296.177630008
264,C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H]2CC[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C3,966.4307885000002
265,C=C1C[C@H]2C3=CC(C)=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,396.23005950399994
266,C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2C3C(=O)O,346.14163842399995
267,C=C1[C@@H](n2cnc3c(O)nc(=N)[nH]c32)C[C@H](O)[C@H]1CO,277.11748934
268,C=C1[C@@H]2CC[C@@H](C2)C1(C)C,136.125200512
269,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,204.187800768
270,C=C1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(=N)O)C(=O)C(N(C)C)[C@@H]3[C@@H](O)[C@H]12,442.137615664
271,C=CC#N,53.026549096
272,C=CC(=C)C,68.062600256
273,C=CC(=C)CC/C=C(\C)CCC=C(C)C,204.187800768
274,C=CC(=C)CCC=C(C)C,136.125200512
275,C=CC(=C)CCCC(C)(C)OC(C)=O,196.14632988
276,C=CC(=N)O,71.03711378
277,C=CC(=O)CC,84.057514876
278,C=CC(=O)CCCCC,126.104465068
279,C=CC(=O)N(C)C,99.068413908
280,C=CC(=O)N1CCOCC1,141.078978592
281,C=CC(=O)O,72.021129368
282,C=CC(=O)OC,86.036779432
283,C=CC(=O)OC(C)(C)C,128.083729624
284,C=CC(=O)OCC,100.052429496
285,C=CC(=O)OCC(Br)CBr,269.889103696
286,C=CC(=O)OCC(C)C,128.083729624
287,C=CC(=O)OCC(C)OCC(C)OCC(C)OC(=O)C=C,300.157288488
288,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,296.12598836
289,C=CC(=O)OCC(CC)CCCC,184.14632988
290,C=CC(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C,298.105252916
291,C=CC(=O)OCC(CO)(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)COC(=O)C=C,524.1893764639999
292,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,352.11581759999996
293,C=CC(=O)OCC(O)COc1ccccc1,222.089208928
294,C=CC(=O)OCC1CC2CC1C1CCC(COC(=O)C=C)C21,304.167459248
295,C=CC(=O)OCC1CCCO1,156.078644244
296,C=CC(=O)OCCC#N,125.047678464
297,C=CC(=O)OCCC(=O)O,144.042258736
298,C=CC(=O)OCCCC,128.083729624
299,C=CC(=O)OCCCCCC,156.115029752
300,C=CC(=O)OCCCCCCCC,184.14632988
301,C=CC(=O)OCCCCCCCCCC,212.177630008
302,C=CC(=O)OCCCCCCOC(=O)C=C,226.120509056
303,C=CC(=O)OCCCCO,144.078644244
304,C=CC(=O)OCCCCOC(=O)C=C,198.089208928
305,C=CC(=O)OCCCl,134.013457144
306,C=CC(=O)OCCN(C)C,143.094628656
307,C=CC(=O)OCCN(CC)CC,171.125928784
308,C=CC(=O)OCCO,116.047344116
309,C=CC(=O)OCCOC(=O)C=C,170.0579088
310,C=CC(=O)OCCOC(=O)CCC(=O)O,216.063388104
311,C=CC(=O)OCCOC1C2CCC1C1CC=CC12,248.1412445
312,C=CC(=O)OCCOCCOC(=O)C=C,214.084123548
313,C=CC(=O)OCCOCCOCC,188.104858992
314,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,302.136553044
315,C=CC(=O)OCCOc1ccccc1,192.078644244
316,C=CC(=O)OCC[N+](C)(C)C,158.11755517209
317,C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,423.127779252
318,C=CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,208.14632988
319,C=CC(C)(C)C,84.093900384
320,C=CC(C)(C)CC(=O)OC,142.099379688
321,C=CC(C)(C)O,86.07316494
322,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,224.177630008
323,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,284.177630008
324,C=CC(C)(CCC=C(C)C)OC(=O)CC,210.161979944
325,C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C,238.193280072
326,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,258.161979944
327,C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1N,273.172878976
328,C=CC(C)(CCC=C(C)C)OC(C)=O,196.14632988
329,C=CC(C)(CCC=C(C)C)OC=O,182.130679816
330,C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,222.198365452
331,C=CC(C)(O)CC/C=C(\C)CC,168.15141526
332,C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,222.198365452
333,C=CC(C)(O)CCC=C(C)C,154.135765196
334,C=CC(C)(O)CCC=C(C)CCC=C(C)C,222.198365452
335,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C,296.3079159
336,C=CC(C)=O,70.041864812
337,C=CC(C)C#N,81.057849224
338,C=CC(C)CCC=C(C)C,138.140850576
339,C=CC(C)CCCC(C)(C)O,156.15141526
340,C=CC(Cl)CCl,123.98465555199999
341,C=CC(N)CCC(=O)O,129.078978592
342,C=CC(O)=NC(C)(C)C,127.099714036
343,C=CC(O)=NC(C)(C)CC(C)=O,169.11027872
344,C=CC(O)=NC(C)(C)CS(=O)(=O)O,207.056528896
345,C=CC(O)=NC(C)C,113.084063972
346,C=CC(O)=NCN=C(O)C=C,154.07422756
347,C=CC(O)=NCOCC(C)C,157.11027872
348,C=CC(O)=NCOCCCC,157.11027872
349,C=CC(O)=Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,485.16299556
350,C=CC(O)CCCCC,128.120115132
351,C=CC(OCC)OCC,130.099379688
352,C=CC/C=C/C,82.07825032
353,C=CC/C=C/C/C=C/C/C=C/C,162.140850576
354,C=CC1(C)CC(OC(=O)CO)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,378.2406241879999
355,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,284.995948508
356,C=CC1=C(C(=O)O)N2C(=O)C(=NC(=O)C(NOCC(=O)O)c3csc(=N)[nH]3)C2SC1,453.04128982000003
357,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NO)c3csc(=N)[nH]3)C2SC1,395.0358105160001
358,C=CC1CC2C=CC1C2,120.093900384
359,C=CC1CC=CCC1,108.093900384
360,C=CC1CO1,70.041864812
361,C=CC=CC=CCCCCC,150.140850576
