,assay_name,active_compounds,inactive_compounds,missing_compounds,total,fraction_active,fraction_inactive,fraction_missing
20,APR_HepG2_NuclearSize_24h_dn,56.0,944.0,6787.0,7787.0,0.007191472967766791,0.1212276871709259,0.8715808398613073
21,APR_HepG2_NuclearSize_72h_dn,39.0,960.0,6788.0,7787.0,0.005008347245409015,0.12328239373314498,0.871709259021446
22,APR_HepG2_NuclearSize_72h_up,21.0,981.0,6785.0,7787.0,0.0026968023629125467,0.12597919609605754,0.87132400154103
23,APR_HepG2_OxidativeStress_24h_up,229.0,770.0,6788.0,7787.0,0.029407987671760626,0.09888275330679337,0.871709259021446
24,APR_HepG2_OxidativeStress_72h_up,239.0,759.0,6789.0,7787.0,0.030692179273147553,0.09747014254526776,0.8718376781815846
25,APR_HepG2_StressKinase_1h_up,20.0,277.0,7490.0,7787.0,0.0025683832027738537,0.03557210735841788,0.9618595094388083
26,APR_HepG2_StressKinase_24h_up,68.0,933.0,6786.0,7787.0,0.008732502889431103,0.11981507640940028,0.8714524207011686
27,APR_HepG2_StressKinase_72h_up,99.0,901.0,6787.0,7787.0,0.012713496853730577,0.11570566328496211,0.8715808398613073
28,APR_HepG2_p53Act_24h_up,186.0,813.0,6788.0,7787.0,0.02388596378579684,0.10440477719275716,0.871709259021446
29,APR_HepG2_p53Act_72h_up,200.0,800.0,6787.0,7787.0,0.025683832027738537,0.10273532811095415,0.8715808398613073
30,APR_Hepat_Apoptosis_24hr_up,42.0,254.0,7491.0,7787.0,0.005393604725825093,0.03261846667522794,0.961987928598947
31,APR_Hepat_Apoptosis_48hr_up,47.0,250.0,7490.0,7787.0,0.006035700526518557,0.032104790034673175,0.9618595094388083
32,APR_Hepat_CellLoss_24hr_dn,52.0,244.0,7491.0,7787.0,0.00667779632721202,0.03133427507384102,0.961987928598947
33,APR_Hepat_CellLoss_48hr_dn,37.0,259.0,7491.0,7787.0,0.00475150892513163,0.03326056247592141,0.961987928598947
34,APR_Hepat_DNADamage_24hr_up,53.0,243.0,7491.0,7787.0,0.006806215487350713,0.031205855913702323,0.961987928598947
35,APR_Hepat_DNADamage_48hr_up,56.0,241.0,7490.0,7787.0,0.007191472967766791,0.03094901759342494,0.9618595094388083
36,APR_Hepat_DNATexture_24hr_up,57.0,239.0,7491.0,7787.0,0.007319892127905484,0.030692179273147553,0.961987928598947
37,APR_Hepat_DNATexture_48hr_up,53.0,243.0,7491.0,7787.0,0.006806215487350713,0.031205855913702323,0.961987928598947
38,APR_Hepat_MitoFxnI_1hr_dn,53.0,243.0,7491.0,7787.0,0.006806215487350713,0.031205855913702323,0.961987928598947
39,APR_Hepat_MitoFxnI_24hr_dn,42.0,255.0,7490.0,7787.0,0.005393604725825093,0.03274688583536663,0.9618595094388083
40,APR_Hepat_MitoFxnI_48hr_dn,42.0,255.0,7490.0,7787.0,0.005393604725825093,0.03274688583536663,0.9618595094388083
41,APR_Hepat_NuclearSize_24hr_dn,23.0,274.0,7490.0,7787.0,0.002953640683189932,0.035186849878001795,0.9618595094388083
42,APR_Hepat_NuclearSize_48hr_dn,31.0,266.0,7490.0,7787.0,0.003980993964299473,0.034159496596892255,0.9618595094388083
43,APR_Hepat_Steatosis_24hr_up,20.0,277.0,7490.0,7787.0,0.0025683832027738537,0.03557210735841788,0.9618595094388083
44,APR_Hepat_Steatosis_48hr_up,20.0,276.0,7491.0,7787.0,0.0025683832027738537,0.035443688198279186,0.961987928598947
45,ATG_AP_1_CIS_dn,84.0,3172.0,4531.0,7787.0,0.010787209451650187,0.4073455759599332,0.5818672145884166
46,ATG_AP_1_CIS_up,594.0,2654.0,4539.0,7787.0,0.07628098112238346,0.3408244510080904,0.5828945678695261
47,ATG_AP_2_CIS_dn,212.0,3041.0,4534.0,7787.0,0.02722486194940285,0.3905226659817645,0.5822524720688327
48,ATG_AP_2_CIS_up,41.0,3216.0,4530.0,7787.0,0.0052651855656864,0.4129960190060357,0.5817387954282779
49,ATG_AR_TRANS_dn,21.0,3236.0,4530.0,7787.0,0.0026968023629125467,0.4155644022088096,0.5817387954282779
50,ATG_AR_TRANS_up,37.0,3220.0,4530.0,7787.0,0.00475150892513163,0.41350969564659046,0.5817387954282779
51,ATG_Ahr_CIS_dn,225.0,3029.0,4533.0,7787.0,0.028894311031205856,0.38898163606010017,0.582124052908694
52,ATG_Ahr_CIS_up,424.0,2828.0,4535.0,7787.0,0.0544497238988057,0.36316938487222294,0.5823808912289714
53,ATG_BRE_CIS_dn,95.0,3162.0,4530.0,7787.0,0.012199820213175805,0.4060613843585463,0.5817387954282779
54,ATG_BRE_CIS_up,367.0,2885.0,4535.0,7787.0,0.047129831770900216,0.3704892770001284,0.5823808912289714
55,ATG_CAR_TRANS_dn,76.0,3181.0,4530.0,7787.0,0.009759856170540645,0.40850134840118146,0.5817387954282779
56,ATG_CAR_TRANS_up,33.0,3223.0,4531.0,7787.0,0.004237832284576859,0.4138949531270065,0.5818672145884166
57,ATG_CMV_CIS_dn,136.0,3121.0,4530.0,7787.0,0.017465005778862206,0.4007961987928599,0.5817387954282779
58,ATG_CMV_CIS_up,525.0,2727.0,4535.0,7787.0,0.06742005907281366,0.35019904969821497,0.5823808912289714
59,ATG_CRE_CIS_dn,58.0,3199.0,4530.0,7787.0,0.007448311288044176,0.4108128932836779,0.5817387954282779
60,ATG_CRE_CIS_up,346.0,2907.0,4534.0,7787.0,0.04443302940798767,0.37331449852317966,0.5822524720688327
61,ATG_C_EBP_CIS_dn,78.0,3179.0,4530.0,7787.0,0.01001669449081803,0.40824451008090407,0.5817387954282779
62,ATG_C_EBP_CIS_up,234.0,3021.0,4532.0,7787.0,0.03005008347245409,0.38795428277899063,0.5819956337485552
63,ATG_DR4_LXR_CIS_dn,669.0,2584.0,4534.0,7787.0,0.08591241813278541,0.33183510979838193,0.5822524720688327
64,ATG_DR4_LXR_CIS_up,65.0,3194.0,4528.0,7787.0,0.008347245409015025,0.41017079748298446,0.5814819571080005
65,ATG_DR5_CIS_dn,142.0,3115.0,4530.0,7787.0,0.018235520739694363,0.40002568383202775,0.5817387954282779
66,ATG_DR5_CIS_up,310.0,2942.0,4535.0,7787.0,0.039809939642994736,0.3778091691280339,0.5823808912289714
67,ATG_E2F_CIS_dn,131.0,3125.0,4531.0,7787.0,0.016822909978168744,0.4013098754334147,0.5818672145884166
68,ATG_E2F_CIS_up,32.0,3227.0,4528.0,7787.0,0.0041094131244381665,0.4144086297675613,0.5814819571080005
69,ATG_EGR_CIS_up,484.0,2770.0,4533.0,7787.0,0.06215487350712726,0.35572107358417876,0.582124052908694
70,ATG_ERE_CIS_dn,199.0,3050.0,4538.0,7787.0,0.025555412867599846,0.3916784384230127,0.5827661487093875
71,ATG_ERE_CIS_up,841.0,2407.0,4539.0,7787.0,0.10800051367664056,0.3091049184538333,0.5828945678695261
72,ATG_ERRa_TRANS_dn,32.0,3227.0,4528.0,7787.0,0.0041094131244381665,0.4144086297675613,0.5814819571080005
73,ATG_ERRg_TRANS_dn,31.0,3227.0,4529.0,7787.0,0.003980993964299473,0.4144086297675613,0.5816103762681392
74,ATG_ERRg_TRANS_up,19.0,3239.0,4529.0,7787.0,0.0024399640426351612,0.41594965968922565,0.5816103762681392
75,ATG_ERa_TRANS_up,712.0,2544.0,4531.0,7787.0,0.0914344420187492,0.3266983433928342,0.5818672145884166
76,ATG_E_Box_CIS_dn,316.0,2937.0,4534.0,7787.0,0.04058045460382689,0.37716707332734045,0.5822524720688327
77,ATG_E_Box_CIS_up,79.0,3178.0,4530.0,7787.0,0.010145113650956723,0.4081160909207654,0.5817387954282779
78,ATG_Ets_CIS_dn,219.0,3037.0,4531.0,7787.0,0.0281237960703737,0.3900089893412097,0.5818672145884166
79,ATG_Ets_CIS_up,27.0,3232.0,4528.0,7787.0,0.0034673173237447026,0.4150507255682548,0.5814819571080005
80,ATG_FXR_TRANS_up,98.0,3160.0,4529.0,7787.0,0.012585077693591884,0.40580454603826893,0.5816103762681392
81,ATG_FoxA2_CIS_dn,64.0,3194.0,4529.0,7787.0,0.008218826248876333,0.41017079748298446,0.5816103762681392
82,ATG_FoxA2_CIS_up,69.0,3187.0,4531.0,7787.0,0.008860922049569796,0.4092718633620136,0.5818672145884166
83,ATG_FoxO_CIS_dn,158.0,3099.0,4530.0,7787.0,0.020290227301913447,0.3979709772698087,0.5817387954282779
84,ATG_FoxO_CIS_up,53.0,3206.0,4528.0,7787.0,0.006806215487350713,0.4117118274046488,0.5814819571080005
85,ATG_GAL4_TRANS_dn,77.0,2929.0,4781.0,7787.0,0.009888275330679337,0.3761397200462309,0.6139720046230898
86,ATG_GATA_CIS_dn,107.0,3150.0,4530.0,7787.0,0.013740850134840119,0.404520354436882,0.5817387954282779
87,ATG_GATA_CIS_up,44.0,3214.0,4529.0,7787.0,0.005650443046102478,0.4127391806857583,0.5816103762681392
88,ATG_GLI_CIS_dn,42.0,3216.0,4529.0,7787.0,0.005393604725825093,0.4129960190060357,0.5816103762681392
89,ATG_GLI_CIS_up,182.0,3073.0,4532.0,7787.0,0.02337228714524207,0.3946320791062026,0.5819956337485552
90,ATG_GRE_CIS_dn,145.0,3113.0,4529.0,7787.0,0.01862077822011044,0.39976884551175035,0.5816103762681392
91,ATG_GRE_CIS_up,55.0,3203.0,4529.0,7787.0,0.007063053807628098,0.4113265699242327,0.5816103762681392
92,ATG_GR_TRANS_dn,26.0,3232.0,4529.0,7787.0,0.00333889816360601,0.4150507255682548,0.5816103762681392
93,ATG_GR_TRANS_up,55.0,3204.0,4528.0,7787.0,0.007063053807628098,0.4114549890843714,0.5814819571080005
94,ATG_HIF1a_CIS_dn,212.0,3039.0,4536.0,7787.0,0.02722486194940285,0.3902658276614871,0.58250931038911
95,ATG_HIF1a_CIS_up,362.0,2888.0,4537.0,7787.0,0.04648773597020676,0.37087453448054447,0.5826377295492488
96,ATG_HNF4a_TRANS_dn,35.0,3224.0,4528.0,7787.0,0.004494670604854244,0.41402337228714525,0.5814819571080005
97,ATG_HNF4a_TRANS_up,45.0,3214.0,4528.0,7787.0,0.005778862206241171,0.4127391806857583,0.5814819571080005
98,ATG_HNF6_CIS_dn,124.0,3134.0,4529.0,7787.0,0.015923975857197892,0.4024656478746629,0.5816103762681392
99,ATG_HNF6_CIS_up,62.0,3196.0,4529.0,7787.0,0.007961987928598946,0.41042763580326186,0.5816103762681392
100,ATG_HSE_CIS_dn,54.0,3205.0,4528.0,7787.0,0.006934634647489405,0.41158340824451006,0.5814819571080005
101,ATG_HSE_CIS_up,400.0,2851.0,4536.0,7787.0,0.051367664055477075,0.3661230255554129,0.58250931038911
102,ATG_IR1_CIS_dn,327.0,2926.0,4534.0,7787.0,0.04199306536535251,0.3757544625658148,0.5822524720688327
103,ATG_IR1_CIS_up,85.0,3172.0,4530.0,7787.0,0.010915628611788878,0.4073455759599332,0.5817387954282779
104,ATG_ISRE_CIS_dn,445.0,2805.0,4537.0,7787.0,0.05714652626171825,0.360215744189033,0.5826377295492488
105,ATG_ISRE_CIS_up,21.0,3235.0,4531.0,7787.0,0.0026968023629125467,0.41543598304867085,0.5818672145884166
106,ATG_LXRa_TRANS_dn,61.0,3195.0,4531.0,7787.0,0.007833568768460255,0.41029921664312313,0.5818672145884166
107,ATG_LXRa_TRANS_up,97.0,3161.0,4529.0,7787.0,0.012456658533453192,0.4059329651984076,0.5816103762681392
108,ATG_LXRb_TRANS_dn,24.0,3234.0,4529.0,7787.0,0.0030820598433286247,0.4153075638885322,0.5816103762681392
109,ATG_LXRb_TRANS_up,70.0,3187.0,4530.0,7787.0,0.008989341209708488,0.4092718633620136,0.5817387954282779
110,ATG_MRE_CIS_up,690.0,2562.0,4535.0,7787.0,0.08860922049569796,0.3290098882753307,0.5823808912289714
111,ATG_M_06_TRANS_up,16.0,3242.0,4529.0,7787.0,0.0020547065622190832,0.4163349171696417,0.5816103762681392
112,ATG_M_19_CIS_dn,83.0,3175.0,4529.0,7787.0,0.010658790291511493,0.4077308334403493,0.5816103762681392
113,ATG_M_19_TRANS_dn,58.0,3198.0,4531.0,7787.0,0.007448311288044176,0.41068447412353926,0.5818672145884166
114,ATG_M_19_TRANS_up,37.0,3222.0,4528.0,7787.0,0.00475150892513163,0.41376653396686786,0.5814819571080005
115,ATG_M_32_CIS_dn,57.0,3202.0,4528.0,7787.0,0.007319892127905484,0.411198150764094,0.5814819571080005
116,ATG_M_32_CIS_up,51.0,3208.0,4528.0,7787.0,0.006549377167073328,0.4119686657249262,0.5814819571080005
117,ATG_M_32_TRANS_dn,51.0,3204.0,4532.0,7787.0,0.006549377167073328,0.4114549890843714,0.5819956337485552
118,ATG_M_32_TRANS_up,28.0,3230.0,4529.0,7787.0,0.0035957364838833956,0.4147938872479774,0.5816103762681392
119,ATG_M_61_TRANS_up,16.0,3242.0,4529.0,7787.0,0.0020547065622190832,0.4163349171696417,0.5816103762681392
120,ATG_Myb_CIS_dn,117.0,3141.0,4529.0,7787.0,0.015025041736227046,0.40336458199563374,0.5816103762681392
121,ATG_Myb_CIS_up,51.0,3208.0,4528.0,7787.0,0.006549377167073328,0.4119686657249262,0.5814819571080005
122,ATG_Myc_CIS_dn,48.0,3210.0,4529.0,7787.0,0.006164119686657249,0.41222550404520353,0.5816103762681392
123,ATG_Myc_CIS_up,178.0,3076.0,4533.0,7787.0,0.0228586105046873,0.39501733658661875,0.582124052908694
124,ATG_NFI_CIS_dn,55.0,3203.0,4529.0,7787.0,0.007063053807628098,0.4113265699242327,0.5816103762681392
125,ATG_NFI_CIS_up,265.0,2991.0,4531.0,7787.0,0.034031077436753564,0.38410170797482984,0.5818672145884166
126,ATG_NF_kB_CIS_dn,266.0,2990.0,4531.0,7787.0,0.034159496596892255,0.38397328881469117,0.5818672145884166
127,ATG_NF_kB_CIS_up,132.0,3123.0,4532.0,7787.0,0.016951329138307436,0.4010530371131373,0.5819956337485552
128,ATG_NRF1_CIS_dn,146.0,3108.0,4533.0,7787.0,0.018749197380249133,0.3991267497110569,0.582124052908694
129,ATG_NRF1_CIS_up,98.0,3159.0,4530.0,7787.0,0.012585077693591884,0.4056761268781302,0.5817387954282779
130,ATG_NRF2_ARE_CIS_dn,53.0,3206.0,4528.0,7787.0,0.006806215487350713,0.4117118274046488,0.5814819571080005
131,ATG_NRF2_ARE_CIS_up,1237.0,2014.0,4536.0,7787.0,0.15885450109156285,0.25863618851932707,0.58250931038911
132,ATG_NURR1_TRANS_dn,27.0,3229.0,4531.0,7787.0,0.0034673173237447026,0.4146654680878387,0.5818672145884166
133,ATG_NURR1_TRANS_up,200.0,3055.0,4532.0,7787.0,0.025683832027738537,0.39232053422370616,0.5819956337485552
134,ATG_Oct_MLP_CIS_dn,37.0,3222.0,4528.0,7787.0,0.00475150892513163,0.41376653396686786,0.5814819571080005
135,ATG_Oct_MLP_CIS_up,529.0,2723.0,4535.0,7787.0,0.06793373571336843,0.3496853730576602,0.5823808912289714
136,ATG_PBREM_CIS_dn,30.0,3229.0,4528.0,7787.0,0.0038525748041607806,0.4146654680878387,0.5814819571080005
137,ATG_PBREM_CIS_up,381.0,2875.0,4531.0,7787.0,0.04892770001284191,0.3692050853987415,0.5818672145884166
138,ATG_PPARa_TRANS_dn,36.0,3223.0,4528.0,7787.0,0.0046230897649929365,0.4138949531270065,0.5814819571080005
139,ATG_PPARa_TRANS_up,227.0,3028.0,4532.0,7787.0,0.029151149351483243,0.3888532168999615,0.5819956337485552
140,ATG_PPARd_TRANS_up,64.0,3193.0,4530.0,7787.0,0.008218826248876333,0.4100423783228458,0.5817387954282779
141,ATG_PPARg_TRANS_up,896.0,2356.0,4535.0,7787.0,0.11506356748426866,0.30255554128676,0.5823808912289714
142,ATG_PPRE_CIS_dn,86.0,3172.0,4529.0,7787.0,0.011044047771927572,0.4073455759599332,0.5816103762681392
143,ATG_PPRE_CIS_up,507.0,2743.0,4537.0,7787.0,0.0651085141903172,0.35225375626043404,0.5826377295492488
144,ATG_PXRE_CIS_dn,308.0,2939.0,4540.0,7787.0,0.039553101322717346,0.37742391164761785,0.5830229870296648
145,ATG_PXRE_CIS_up,1589.0,1657.0,4541.0,7787.0,0.2040580454603827,0.21279054834981379,0.5831514061898035
146,ATG_PXR_TRANS_dn,20.0,3237.0,4530.0,7787.0,0.0025683832027738537,0.41569282136894825,0.5817387954282779
147,ATG_PXR_TRANS_up,935.0,2315.0,4537.0,7787.0,0.12007191472967767,0.2972903557210736,0.5826377295492488
148,ATG_Pax6_CIS_up,437.0,2816.0,4534.0,7787.0,0.05611917298060871,0.3616283549505586,0.5822524720688327
149,ATG_RARa_TRANS_dn,227.0,3025.0,4535.0,7787.0,0.029151149351483243,0.38846795941954537,0.5823808912289714
150,ATG_RARa_TRANS_up,75.0,3182.0,4530.0,7787.0,0.009631437010401952,0.40862976756132013,0.5817387954282779
151,ATG_RARb_TRANS_dn,126.0,3128.0,4533.0,7787.0,0.01618081417747528,0.40169513291383074,0.582124052908694
152,ATG_RARb_TRANS_up,24.0,3234.0,4529.0,7787.0,0.0030820598433286247,0.4153075638885322,0.5816103762681392
153,ATG_RARg_TRANS_dn,61.0,3198.0,4528.0,7787.0,0.007833568768460255,0.41068447412353926,0.5814819571080005
154,ATG_RARg_TRANS_up,52.0,3204.0,4531.0,7787.0,0.00667779632721202,0.4114549890843714,0.5818672145884166
155,ATG_RORE_CIS_dn,29.0,3229.0,4529.0,7787.0,0.003724155644022088,0.4146654680878387,0.5816103762681392
156,ATG_RORE_CIS_up,361.0,2894.0,4532.0,7787.0,0.04635931681006806,0.37164504944137666,0.5819956337485552
157,ATG_RORb_TRANS_dn,47.0,3210.0,4530.0,7787.0,0.006035700526518557,0.41222550404520353,0.5817387954282779
158,ATG_RORg_TRANS_dn,26.0,3233.0,4528.0,7787.0,0.00333889816360601,0.41517914472839346,0.5814819571080005
159,ATG_RORg_TRANS_up,33.0,3223.0,4531.0,7787.0,0.004237832284576859,0.4138949531270065,0.5818672145884166
160,ATG_RXRa_TRANS_dn,20.0,3238.0,4529.0,7787.0,0.0025683832027738537,0.4158212405290869,0.5816103762681392
161,ATG_RXRa_TRANS_up,98.0,3159.0,4530.0,7787.0,0.012585077693591884,0.4056761268781302,0.5817387954282779
162,ATG_RXRb_TRANS_dn,88.0,3164.0,4535.0,7787.0,0.011300886092204957,0.40631822267882367,0.5823808912289714
163,ATG_RXRb_TRANS_up,501.0,2749.0,4537.0,7787.0,0.06433799922948504,0.35302427122126623,0.5826377295492488
164,ATG_SREBP_CIS_dn,40.0,3216.0,4531.0,7787.0,0.0051367664055477075,0.4129960190060357,0.5818672145884166
165,ATG_SREBP_CIS_up,505.0,2744.0,4538.0,7787.0,0.06485167587003982,0.35238217542057276,0.5827661487093875
166,ATG_STAT3_CIS_dn,91.0,3164.0,4532.0,7787.0,0.011686143572621035,0.40631822267882367,0.5819956337485552
167,ATG_STAT3_CIS_up,40.0,3218.0,4529.0,7787.0,0.0051367664055477075,0.41325285732631306,0.5816103762681392
168,ATG_Sox_CIS_dn,32.0,3227.0,4528.0,7787.0,0.0041094131244381665,0.4144086297675613,0.5814819571080005
169,ATG_Sox_CIS_up,211.0,3043.0,4533.0,7787.0,0.02709644278926416,0.3907795043020419,0.582124052908694
170,ATG_Sp1_CIS_dn,32.0,3226.0,4529.0,7787.0,0.0041094131244381665,0.41428021060742265,0.5816103762681392
171,ATG_Sp1_CIS_up,336.0,2919.0,4532.0,7787.0,0.04314883780660075,0.374855528444844,0.5819956337485552
172,ATG_TAL_CIS_dn,63.0,3195.0,4529.0,7787.0,0.00809040708873764,0.41029921664312313,0.5816103762681392
173,ATG_TAL_CIS_up,118.0,3139.0,4530.0,7787.0,0.015153460896365737,0.40310774367535634,0.5817387954282779
174,ATG_TA_CIS_dn,29.0,3230.0,4528.0,7787.0,0.003724155644022088,0.4147938872479774,0.5814819571080005
175,ATG_TA_CIS_up,227.0,3028.0,4532.0,7787.0,0.029151149351483243,0.3888532168999615,0.5819956337485552
176,ATG_TCF_b_cat_CIS_dn,436.0,2811.0,4540.0,7787.0,0.055990753820470016,0.36098625914986515,0.5830229870296648
177,ATG_TCF_b_cat_CIS_up,40.0,3219.0,4528.0,7787.0,0.0051367664055477075,0.4133812764864518,0.5814819571080005
178,ATG_TGFb_CIS_dn,117.0,3140.0,4530.0,7787.0,0.015025041736227046,0.40323616283549507,0.5817387954282779
179,ATG_TGFb_CIS_up,132.0,3125.0,4530.0,7787.0,0.016951329138307436,0.4013098754334147,0.5817387954282779
180,ATG_THRa1_TRANS_dn,33.0,3222.0,4532.0,7787.0,0.004237832284576859,0.41376653396686786,0.5819956337485552
181,ATG_THRa1_TRANS_up,100.0,3156.0,4531.0,7787.0,0.012841916013869269,0.40529086939771414,0.5818672145884166
182,ATG_VDRE_CIS_dn,19.0,3240.0,4528.0,7787.0,0.0024399640426351612,0.4160780788493643,0.5814819571080005
183,ATG_VDRE_CIS_up,893.0,2356.0,4538.0,7787.0,0.11467831000385258,0.30255554128676,0.5827661487093875
184,ATG_VDR_TRANS_dn,21.0,3235.0,4531.0,7787.0,0.0026968023629125467,0.41543598304867085,0.5818672145884166
185,ATG_VDR_TRANS_up,42.0,3214.0,4531.0,7787.0,0.005393604725825093,0.4127391806857583,0.5818672145884166
186,ATG_XTT_Cytotoxicity_up,231.0,2538.0,5018.0,7787.0,0.029664825992038013,0.3259278284320021,0.6444073455759599
187,ATG_Xbp1_CIS_dn,30.0,3229.0,4528.0,7787.0,0.0038525748041607806,0.4146654680878387,0.5814819571080005
188,ATG_Xbp1_CIS_up,437.0,2816.0,4534.0,7787.0,0.05611917298060871,0.3616283549505586,0.5822524720688327
189,ATG_p53_CIS_dn,317.0,2936.0,4534.0,7787.0,0.040708873763965585,0.3770386541672017,0.5822524720688327
190,ATG_p53_CIS_up,86.0,3172.0,4529.0,7787.0,0.011044047771927572,0.4073455759599332,0.5816103762681392
191,BSK_3C_Eselectin_down,388.0,1009.0,6390.0,7787.0,0.04982663413381277,0.12957493257994093,0.8205984332862463
192,BSK_3C_HLADR_down,535.0,861.0,6391.0,7787.0,0.06870425067420059,0.1105688968794144,0.820726852446385
193,BSK_3C_ICAM1_down,198.0,1199.0,6390.0,7787.0,0.025426993707461154,0.15397457300629253,0.8205984332862463
194,BSK_3C_IL8_down,318.0,1078.0,6391.0,7787.0,0.040837292924104276,0.13843585462951072,0.820726852446385
195,BSK_3C_MCP1_down,368.0,1028.0,6391.0,7787.0,0.047258250931038914,0.1320148966225761,0.820726852446385
196,BSK_3C_MIG_down,183.0,1214.0,6390.0,7787.0,0.023500706305380762,0.15590086040837292,0.8205984332862463
197,BSK_3C_Proliferation_down,586.0,811.0,6390.0,7787.0,0.07525362784127392,0.10414793887247978,0.8205984332862463
198,BSK_3C_SRB_down,465.0,931.0,6391.0,7787.0,0.0597149094644921,0.1195582380891229,0.820726852446385
199,BSK_3C_Thrombomodulin_down,60.0,1338.0,6389.0,7787.0,0.007705149608321561,0.17182483626557082,0.8204700141261076
200,BSK_3C_Thrombomodulin_up,132.0,1265.0,6390.0,7787.0,0.016951329138307436,0.16245023757544624,0.8205984332862463
201,BSK_3C_TissueFactor_down,312.0,1085.0,6390.0,7787.0,0.04006677796327212,0.13933478875048158,0.8205984332862463
202,BSK_3C_TissueFactor_up,57.0,1340.0,6390.0,7787.0,0.007319892127905484,0.17208167458584822,0.8205984332862463
203,BSK_3C_VCAM1_down,344.0,1053.0,6390.0,7787.0,0.04417619108771029,0.1352253756260434,0.8205984332862463
204,BSK_3C_Vis_down,421.0,973.0,6393.0,7787.0,0.05406446641838963,0.12495184281494799,0.8209836907666623
205,BSK_3C_uPAR_down,403.0,992.0,6392.0,7787.0,0.05175292153589316,0.12739180685758314,0.8208552716065237
206,BSK_4H_Eotaxin3_down,425.0,972.0,6390.0,7787.0,0.054578143058944394,0.12482342365480929,0.8205984332862463
207,BSK_4H_MCP1_down,373.0,1025.0,6389.0,7787.0,0.04790034673173237,0.13162963914216,0.8204700141261076
208,BSK_4H_Pselectin_down,389.0,1008.0,6390.0,7787.0,0.04995505329395146,0.12944651341980223,0.8205984332862463
209,BSK_4H_Pselectin_up,20.0,1378.0,6389.0,7787.0,0.0025683832027738537,0.17696160267111852,0.8204700141261076
210,BSK_4H_SRB_down,380.0,1018.0,6389.0,7787.0,0.04879928085270322,0.13073070502118916,0.8204700141261076
211,BSK_4H_VCAM1_down,411.0,985.0,6391.0,7787.0,0.0527802748170027,0.1264928727366123,0.820726852446385
212,BSK_4H_VEGFRII_down,211.0,1186.0,6390.0,7787.0,0.02709644278926416,0.15230512392448953,0.8205984332862463
213,BSK_4H_uPAR_down,335.0,1063.0,6389.0,7787.0,0.043020418646462055,0.13650956722743032,0.8204700141261076
214,BSK_4H_uPAR_up,21.0,1378.0,6388.0,7787.0,0.0026968023629125467,0.17696160267111852,0.8203415949659689
215,BSK_BE3C_HLADR_down,372.0,1026.0,6389.0,7787.0,0.04777192757159368,0.1317580583022987,0.8204700141261076
